PK_TRANSACAO,FK_CONTA,FK_CLIENTE,FK_AGENCIA,FK_COLABORADOR,NUMERO_TRANSACAO,TS_TRANSACAO,NOME_TRANSACAO,TIPO_TRASACAO,VALOR_TRANSACAO
294,294,294,2,95,294,2015-03-06T02:57:03.121Z,Depósito em espécie,Crédito,23.6
295,295,295,6,44,295,2017-06-30T12:05:13.723Z,Depósito em espécie,Crédito,915.1
296,296,296,2,76,296,2011-09-10T13:31:39.883Z,Depósito em espécie,Crédito,53.3
297,297,297,1,32,297,2021-06-29T17:22:08.624Z,Depósito em espécie,Crédito,99.7
298,298,298,6,4,298,2020-12-29T04:48:37.785Z,Depósito em espécie,Crédito,299.6
299,299,299,6,96,299,2019-10-25T12:58:53.862Z,Depósito em espécie,Crédito,119.2
300,300,300,9,46,300,2021-06-04T02:28:23.904Z,Depósito em espécie,Crédito,115.3
301,301,301,7,71,301,2019-10-29T18:57:02.218Z,Depósito em espécie,Crédito,119.5
302,302,302,7,71,302,2020-05-09T18:33:26.639Z,TED - Recebido,Crédito,3230.0
303,303,303,3,51,303,2014-09-18T03:39:50.979Z,Depósito em espécie,Crédito,291.1
304,304,304,7,42,304,2020-04-05T06:35:08.543Z,Depósito em espécie,Crédito,122.5
305,305,305,7,71,305,2021-04-09T03:51:09.910Z,TED - Recebido,Crédito,329.0
306,306,306,7,7,306,2017-02-23T18:55:53.766Z,Depósito em espécie,Crédito,69.7
307,307,307,6,54,307,2018-05-16T17:41:03.991Z,TED - Recebido,Crédito,602.0
308,308,308,7,7,308,2017-06-22T05:31:23.030Z,Depósito em espécie,Crédito,21.3
309,309,309,1,39,309,2020-05-06T23:10:13.322Z,Depósito em espécie,Crédito,233.4
310,310,310,7,42,310,2018-05-09T12:20:06.136Z,Depósito em espécie,Crédito,55.0
311,311,311,7,100,311,2021-10-28T00:31:35.623Z,Depósito em espécie,Crédito,144.3
312,312,312,7,71,312,2022-09-06T23:14:09.870Z,TED - Recebido,Crédito,4362.0
313,313,313,2,76,313,2019-12-27T23:20:23.152Z,Depósito em espécie,Crédito,27.4
314,314,314,7,100,314,2020-10-17T08:21:50.503Z,Depósito em espécie,Crédito,45.4
315,315,315,7,100,315,2017-08-15T09:06:24.860Z,Depósito em espécie,Crédito,50.8
316,316,316,7,33,316,2019-09-15T18:34:05.022Z,Depósito em espécie,Crédito,161.8
317,317,317,2,95,317,2010-11-13T12:31:24.480Z,Depósito em espécie,Crédito,80.1
318,318,318,3,91,318,2020-07-05T16:34:58.983Z,Depósito em espécie,Crédito,103.6
319,319,319,3,31,319,2013-04-18T06:55:31.473Z,Depósito em espécie,Crédito,152.0
320,320,320,4,19,320,2014-09-04T21:33:10.821Z,Depósito em espécie,Crédito,34.2
321,321,321,7,7,321,2015-10-10T01:40:30.827Z,Depósito em espécie,Crédito,85.0
322,322,322,6,88,322,2021-01-10T14:50:49.277Z,Depósito em espécie,Crédito,1009.2
323,323,323,7,14,323,2022-02-13T19:16:53.901Z,TED - Recebido,Crédito,7743.0
324,324,324,5,43,324,2017-01-16T04:00:13.649Z,Depósito em espécie,Crédito,22.6
325,325,325,1,92,325,2010-09-24T17:44:06.647Z,Depósito em espécie,Crédito,51.7
326,326,326,7,100,326,2022-09-12T02:30:44.761Z,Depósito em espécie,Crédito,67.1
327,327,327,3,98,327,2018-08-09T07:55:17.630Z,Depósito em espécie,Crédito,64.3
328,328,328,8,6,328,2020-10-13T18:17:33.837Z,Depósito em espécie,Crédito,365.2
329,329,329,3,98,329,2015-06-28T16:59:14.844Z,TED - Recebido,Crédito,2493.0
330,330,330,9,59,330,2020-07-28T08:07:24.987Z,Depósito em espécie,Crédito,770.4
331,331,331,7,71,331,2018-12-13T00:38:17.542Z,Depósito em espécie,Crédito,535.2
332,332,332,1,60,332,2017-12-13T09:36:17.165Z,Depósito em espécie,Crédito,59.8
333,333,333,3,13,333,2014-05-19T13:05:55.918Z,Depósito em espécie,Crédito,122.4
334,334,334,7,14,334,2022-06-22T06:40:00.272Z,Depósito em espécie,Crédito,405.0
335,335,335,7,100,335,2020-12-23T14:51:00.823Z,Depósito em espécie,Crédito,129.6
336,336,336,7,100,336,2017-09-22T07:22:46.827Z,Depósito em espécie,Crédito,92.2
337,337,337,7,100,337,2018-02-09T23:36:13.504Z,Depósito em espécie,Crédito,84.6
338,338,338,7,42,338,2021-07-09T20:30:17.711Z,Depósito em espécie,Crédito,627.1
339,339,339,5,2,339,2020-08-09T12:06:18.600Z,Depósito em espécie,Crédito,141.9
340,340,340,4,35,340,2014-12-30T09:59:44.254Z,Depósito em espécie,Crédito,335.5
341,341,341,1,80,341,2019-05-29T05:27:58.395Z,Depósito em espécie,Crédito,238.0
342,342,342,7,33,342,2015-09-15T06:36:21.442Z,Depósito em espécie,Crédito,20.9
343,343,343,3,98,343,2021-04-14T02:55:57.417Z,Depósito em espécie,Crédito,94.5
344,344,344,7,71,344,2022-03-07T12:42:25.667Z,Depósito em espécie,Crédito,134.6
345,345,345,5,43,345,2018-10-17T13:51:03.478Z,Depósito em espécie,Crédito,275.5
346,346,346,1,26,346,2013-10-11T12:43:28.984Z,Depósito em espécie,Crédito,116.9
347,347,347,7,100,347,2019-12-18T20:39:14.291Z,Depósito em espécie,Crédito,167.2
348,348,348,7,100,348,2019-12-08T07:40:10.798Z,Depósito em espécie,Crédito,89.6
349,349,349,7,14,349,2021-07-23T21:38:31.590Z,Depósito em espécie,Crédito,254.5
350,350,350,7,7,350,2017-04-24T20:28:04.282Z,Depósito em espécie,Crédito,480.8
351,351,351,2,94,351,2022-02-03T01:44:04.920Z,Depósito em espécie,Crédito,91.7
352,352,352,7,33,352,2021-04-13T01:22:53.690Z,TED - Recebido,Crédito,558.0
353,353,353,7,71,353,2022-10-14T11:50:21.183Z,Depósito em espécie,Crédito,287.7
354,354,354,7,100,354,2015-12-05T12:21:59.118Z,Depósito em espécie,Crédito,357.1
355,355,355,7,71,355,2022-07-15T21:24:23.964Z,Depósito em espécie,Crédito,118.8
356,356,356,7,42,356,2020-03-21T19:37:42.870Z,Depósito em espécie,Crédito,174.5
357,357,357,7,7,357,2019-02-02T17:11:32.268Z,Depósito em espécie,Crédito,285.0
358,358,358,3,51,358,2019-02-10T03:25:35.329Z,Depósito em espécie,Crédito,174.0
359,359,359,1,80,359,2014-01-15T08:04:01.173Z,Depósito em espécie,Crédito,21.4
360,360,360,2,82,360,2012-02-26T18:55:40.076Z,TED - Recebido,Crédito,2151.0
361,361,361,7,100,361,2016-05-06T23:29:51.521Z,Depósito em espécie,Crédito,194.1
362,362,362,2,85,362,2016-12-15T07:58:01.277Z,Depósito em espécie,Crédito,187.2
363,363,363,1,18,363,2021-02-20T03:24:06.951Z,Depósito em espécie,Crédito,197.2
364,364,364,3,16,364,2021-12-17T00:38:29.599Z,Depósito em espécie,Crédito,100.5
365,365,365,1,75,365,2016-06-15T21:23:08.341Z,Depósito em espécie,Crédito,50.5
366,366,366,1,80,366,2015-08-05T08:57:51.770Z,Depósito em espécie,Crédito,41.5
367,367,367,8,52,367,2019-02-03T17:40:50.345Z,Depósito em espécie,Crédito,258.3
368,368,368,7,71,368,2020-01-06T08:02:41.861Z,TED - Recebido,Crédito,2182.0
369,369,369,1,72,369,2021-09-02T14:08:20.433Z,Depósito em espécie,Crédito,116.7
370,370,370,7,42,370,2018-10-02T09:10:19.048Z,TED - Recebido,Crédito,1784.0
371,371,371,7,100,371,2016-10-08T21:35:21.355Z,Depósito em espécie,Crédito,639.5
372,372,372,7,100,372,2019-08-24T19:44:48.048Z,Depósito em espécie,Crédito,156.6
373,373,373,2,86,373,2011-08-21T09:55:55.670Z,Depósito em espécie,Crédito,114.7
374,374,374,7,71,374,2018-06-17T07:17:23.794Z,Depósito em espécie,Crédito,62.3
375,375,375,2,70,375,2020-02-03T22:53:10.994Z,Depósito em espécie,Crédito,128.7
376,376,376,7,14,376,2017-12-10T13:37:44.105Z,Depósito em espécie,Crédito,65.7
377,377,377,2,29,377,2022-06-03T16:12:44.162Z,Depósito em espécie,Crédito,239.0
378,378,378,9,83,378,2021-04-29T09:22:18.488Z,TED - Recebido,Crédito,1485.0
379,379,379,2,86,379,2012-01-25T02:02:34.457Z,Depósito em espécie,Crédito,378.1
380,380,380,7,42,380,2021-12-24T05:40:29.823Z,Depósito em espécie,Crédito,751.6
381,381,381,4,57,381,2022-04-12T04:46:22.654Z,Depósito em espécie,Crédito,204.2
382,382,382,7,7,382,2020-05-18T15:41:53.306Z,Depósito em espécie,Crédito,123.2
383,383,383,7,14,383,2019-05-19T01:37:59.793Z,TED - Recebido,Crédito,3555.0
384,384,384,3,98,384,2018-07-16T10:14:28.645Z,Depósito em espécie,Crédito,971.1
385,385,385,4,19,385,2019-09-22T11:59:27.861Z,TED - Recebido,Crédito,14144.0
386,386,386,3,51,386,2013-10-14T12:23:40.180Z,Depósito em espécie,Crédito,26.1
387,387,387,7,14,387,2020-04-18T09:56:45.883Z,Depósito em espécie,Crédito,369.6
388,388,388,3,98,388,2015-04-13T15:18:50.835Z,Depósito em espécie,Crédito,220.1
389,389,389,7,71,389,2021-08-05T15:43:20.492Z,Depósito em espécie,Crédito,418.5
390,390,390,7,14,390,2022-01-08T16:03:54.306Z,Depósito em espécie,Crédito,200.3
391,391,391,8,38,391,2018-12-22T18:12:07.376Z,Depósito em espécie,Crédito,158.1
392,392,392,7,14,392,2019-02-28T01:59:38.833Z,Depósito em espécie,Crédito,427.4
393,393,393,7,14,393,2018-12-02T19:30:28.766Z,Depósito em espécie,Crédito,519.8
394,394,394,3,51,394,2012-10-17T09:23:25.929Z,Depósito em espécie,Crédito,167.1
395,395,395,9,59,395,2021-10-25T14:36:33.007Z,Depósito em espécie,Crédito,199.4
396,396,396,7,71,396,2021-05-26T16:01:52.778Z,Depósito em espécie,Crédito,450.1
397,397,397,7,100,397,2019-09-12T22:36:32.938Z,Depósito em espécie,Crédito,57.3
398,398,398,5,67,398,2020-02-06T04:08:30.261Z,TED - Recebido,Crédito,504.0
399,399,399,7,33,399,2020-07-27T19:56:07.120Z,TED - Recebido,Crédito,2733.0
400,400,400,5,2,400,2016-07-07T06:48:58.421Z,Depósito em espécie,Crédito,34.9
401,401,401,7,14,401,2022-01-23T04:51:19.717Z,Depósito em espécie,Crédito,736.7
402,402,402,3,13,402,2013-02-25T07:41:10.256Z,Depósito em espécie,Crédito,296.4
403,403,403,1,72,403,2013-03-29T20:46:30.745Z,Depósito em espécie,Crédito,407.3
404,404,404,4,19,404,2020-05-22T11:24:50.701Z,TED - Recebido,Crédito,669.0
405,405,405,7,71,405,2023-01-16T05:00:39.988Z,Depósito em espécie,Crédito,65.8
406,406,406,6,22,406,2022-12-08T17:49:04.320Z,Depósito em espécie,Crédito,93.4
407,407,407,7,42,407,2022-03-12T15:59:21.236Z,Depósito em espécie,Crédito,373.1
408,408,408,7,100,408,2020-06-14T18:27:18.443Z,Depósito em espécie,Crédito,265.3
409,409,409,2,82,409,2010-09-20T14:18:52.286Z,Depósito em espécie,Crédito,37.3
410,410,410,7,14,410,2018-07-29T05:30:20.073Z,Depósito em espécie,Crédito,293.4
411,411,411,1,75,411,2012-06-18T20:38:11.875Z,Depósito em espécie,Crédito,148.2
412,412,412,7,42,412,2018-08-10T22:15:44.463Z,Depósito em espécie,Crédito,67.3
413,413,413,8,6,413,2022-07-26T02:19:11.338Z,TED - Recebido,Crédito,1293.0
414,414,414,1,39,414,2012-07-11T15:36:44.442Z,Depósito em espécie,Crédito,40.4
415,415,415,4,1,415,2014-09-20T09:34:29.222Z,Depósito em espécie,Crédito,211.4
416,416,416,7,7,416,2022-05-05T13:12:43.507Z,Depósito em espécie,Crédito,28.7
417,417,417,7,14,417,2017-11-30T11:24:46.810Z,Depósito em espécie,Crédito,81.4
418,418,418,8,47,418,2021-02-10T10:01:35.952Z,Depósito em espécie,Crédito,411.6
419,419,419,6,4,419,2020-07-11T14:37:34.586Z,Depósito em espécie,Crédito,76.8
420,420,420,5,50,420,2015-08-16T15:15:17.083Z,Depósito em espécie,Crédito,121.2
421,421,421,7,14,421,2019-07-03T06:12:59.433Z,Depósito em espécie,Crédito,138.0
422,422,422,7,42,422,2017-07-07T02:27:47.461Z,Depósito em espécie,Crédito,279.5
423,423,423,8,47,423,2022-06-20T05:11:40.055Z,TED - Recebido,Crédito,1139.0
424,424,424,2,76,424,2012-01-22T14:23:11.852Z,Depósito em espécie,Crédito,447.1
425,425,425,5,67,425,2014-10-18T02:43:46.138Z,Depósito em espécie,Crédito,92.3
426,426,426,7,100,426,2021-03-23T15:30:10.689Z,Depósito em espécie,Crédito,28.3
427,427,427,6,4,427,2020-04-12T10:35:56.090Z,Depósito em espécie,Crédito,126.8
428,428,428,5,55,428,2019-10-09T00:08:12.682Z,Depósito em espécie,Crédito,111.7
429,429,429,5,43,429,2020-03-23T22:45:34.616Z,Depósito em espécie,Crédito,252.2
430,430,430,3,73,430,2013-06-15T16:44:24.627Z,Depósito em espécie,Crédito,68.2
431,431,431,2,85,431,2011-11-19T01:29:42.031Z,Depósito em espécie,Crédito,634.4
432,432,432,7,100,432,2017-02-03T21:45:38.063Z,Depósito em espécie,Crédito,193.2
433,433,433,9,99,433,2021-05-26T05:25:22.491Z,Depósito em espécie,Crédito,108.6
434,434,434,7,7,434,2021-05-27T02:58:04.017Z,TED - Recebido,Crédito,2056.0
435,435,435,9,21,435,2022-08-03T13:36:24.902Z,TED - Recebido,Crédito,4604.0
436,436,436,1,18,436,2017-01-31T11:01:54.078Z,Depósito em espécie,Crédito,93.3
437,437,437,7,42,437,2022-06-05T12:34:13.214Z,Depósito em espécie,Crédito,354.7
438,438,438,8,5,438,2020-04-06T12:44:35.254Z,TED - Recebido,Crédito,2391.0
439,439,439,1,32,439,2018-06-21T14:31:29.087Z,Depósito em espécie,Crédito,1980.9
440,440,440,4,57,440,2016-09-28T14:38:52.557Z,Depósito em espécie,Crédito,356.9
441,441,441,4,35,441,2020-09-05T12:40:35.062Z,TED - Recebido,Crédito,1243.0
442,442,442,7,71,442,2022-11-10T01:50:24.966Z,Depósito em espécie,Crédito,56.7
443,443,443,7,14,443,2016-03-07T20:23:29.112Z,TED - Recebido,Crédito,360.0
444,444,444,7,14,444,2016-11-08T05:48:32.579Z,TED - Recebido,Crédito,10269.0
445,445,445,1,92,445,2010-02-25T23:41:51.954Z,Depósito em espécie,Crédito,81.2
446,446,446,7,33,446,2019-07-14T12:27:09.156Z,Depósito em espécie,Crédito,409.5
447,447,447,3,16,447,2020-10-15T12:36:08.655Z,Depósito em espécie,Crédito,131.7
448,448,448,8,10,448,2019-06-25T09:18:54.663Z,Depósito em espécie,Crédito,81.0
449,449,449,7,14,449,2021-05-18T22:28:38.527Z,Depósito em espécie,Crédito,438.2
450,450,450,7,7,450,2020-07-03T19:04:11.143Z,Depósito em espécie,Crédito,195.1
451,451,451,1,61,451,2015-03-09T05:47:49.032Z,Depósito em espécie,Crédito,169.5
452,452,452,5,49,452,2022-03-15T22:45:02.035Z,TED - Recebido,Crédito,538.0
453,453,453,4,1,453,2015-01-23T08:01:38.844Z,Depósito em espécie,Crédito,180.5
454,454,454,1,26,454,2014-01-25T22:24:39.286Z,Depósito em espécie,Crédito,451.1
455,455,455,7,7,455,2020-02-06T07:13:00.161Z,Depósito em espécie,Crédito,92.7
456,456,456,3,13,456,2013-12-07T14:00:16.362Z,Depósito em espécie,Crédito,122.9
457,457,457,7,7,457,2020-01-04T23:51:05.333Z,Depósito em espécie,Crédito,193.0
458,458,458,7,14,458,2017-08-24T22:28:44.736Z,Depósito em espécie,Crédito,136.4
459,459,459,1,60,459,2014-03-12T22:37:51.635Z,Depósito em espécie,Crédito,82.3
460,460,460,7,71,460,2018-03-22T22:12:53.741Z,TED - Recebido,Crédito,7542.0
461,461,461,6,28,461,2017-07-10T02:54:49.965Z,Depósito em espécie,Crédito,531.7
462,462,462,7,100,462,2020-07-01T12:27:25.084Z,Depósito em espécie,Crédito,106.9
463,463,463,7,100,463,2021-12-18T18:03:57.797Z,Depósito em espécie,Crédito,48.0
464,464,464,3,13,464,2014-08-29T15:46:00.961Z,Depósito em espécie,Crédito,52.2
465,465,465,3,98,465,2018-06-20T19:37:15.686Z,Depósito em espécie,Crédito,31.2
466,466,466,2,95,466,2018-02-25T10:44:13.654Z,Depósito em espécie,Crédito,163.9
467,467,467,10,27,467,2022-06-09T14:48:16.922Z,Depósito em espécie,Crédito,97.4
468,468,468,7,7,468,2019-03-17T12:17:52.706Z,Depósito em espécie,Crédito,108.5
469,469,469,7,33,469,2018-04-12T14:58:15.498Z,Depósito em espécie,Crédito,133.2
470,470,470,6,48,470,2020-05-22T03:10:58.819Z,Depósito em espécie,Crédito,46.3
471,471,471,7,14,471,2022-01-12T13:25:14.997Z,Depósito em espécie,Crédito,140.4
472,472,472,7,7,472,2018-09-04T02:18:48.642Z,Depósito em espécie,Crédito,375.5
473,473,473,7,71,473,2019-03-24T15:02:35.771Z,Depósito em espécie,Crédito,55.1
474,474,474,7,71,474,2019-06-19T06:06:11.932Z,Depósito em espécie,Crédito,319.6
475,475,475,6,4,475,2017-09-10T22:54:02.331Z,Depósito em espécie,Crédito,195.2
476,476,476,2,95,476,2013-07-07T07:12:09.974Z,Depósito em espécie,Crédito,64.2
477,477,477,7,71,477,2016-02-14T00:38:53.064Z,Depósito em espécie,Crédito,185.3
478,478,478,7,14,478,2017-10-04T14:04:26.825Z,Depósito em espécie,Crédito,46.3
479,479,479,7,42,479,2020-03-17T22:05:51.740Z,Depósito em espécie,Crédito,130.4
480,480,480,7,7,480,2016-05-20T12:25:00.859Z,TED - Recebido,Crédito,1328.0
481,481,481,7,42,481,2022-06-17T07:06:17.135Z,TED - Recebido,Crédito,1430.0
482,482,482,9,12,482,2021-10-31T22:39:40.648Z,Depósito em espécie,Crédito,134.2
483,483,483,7,7,483,2022-09-24T06:25:14.519Z,Depósito em espécie,Crédito,92.9
484,484,484,1,75,484,2014-04-29T06:29:21.487Z,Depósito em espécie,Crédito,296.9
485,485,485,3,13,485,2013-07-05T06:30:51.434Z,Depósito em espécie,Crédito,152.4
486,486,486,7,33,486,2021-12-02T10:08:26.672Z,Depósito em espécie,Crédito,241.7
487,487,487,7,100,487,2016-10-20T16:45:04.559Z,Depósito em espécie,Crédito,12.9
488,488,488,7,14,488,2017-09-29T13:30:08.053Z,TED - Recebido,Crédito,1380.0
489,489,489,7,100,489,2020-02-07T13:42:59.366Z,Depósito em espécie,Crédito,129.8
490,490,490,2,70,490,2012-03-31T20:39:48.293Z,Depósito em espécie,Crédito,188.5
491,491,491,7,100,491,2018-01-07T01:38:40.089Z,TED - Recebido,Crédito,136.0
492,492,492,9,87,492,2020-05-06T16:27:22.372Z,Depósito em espécie,Crédito,308.4
493,493,493,7,42,493,2020-10-27T17:06:49.658Z,Depósito em espécie,Crédito,98.2
494,494,494,7,14,494,2021-12-18T06:03:23.459Z,Depósito em espécie,Crédito,279.5
495,495,495,7,33,495,2022-06-30T23:28:51.143Z,Depósito em espécie,Crédito,54.5
496,496,496,7,100,496,2022-04-27T04:06:54.182Z,Depósito em espécie,Crédito,209.1
497,497,497,2,81,497,2011-02-04T04:27:26.257Z,Depósito em espécie,Crédito,188.0
498,498,498,4,45,498,2020-11-25T14:06:22.623Z,Depósito em espécie,Crédito,91.7
499,499,499,7,7,499,2017-12-28T06:42:23.008Z,Depósito em espécie,Crédito,97.2
500,500,500,1,3,500,2014-12-13T11:59:14.539Z,Depósito em espécie,Crédito,155.9
501,501,501,4,35,501,2014-02-20T23:06:17.740Z,Depósito em espécie,Crédito,149.8
502,502,502,2,90,502,2012-05-09T20:45:31.281Z,Depósito em espécie,Crédito,482.1
503,503,503,7,14,503,2022-11-12T19:16:13.102Z,Depósito em espécie,Crédito,306.9
504,504,504,7,42,504,2019-04-12T21:57:14.834Z,TED - Recebido,Crédito,1459.0
505,505,505,7,33,505,2021-06-13T06:52:26.899Z,Depósito em espécie,Crédito,47.9
506,506,506,8,38,506,2020-03-22T13:19:35.618Z,Depósito em espécie,Crédito,279.6
507,507,507,7,42,507,2017-10-25T01:56:13.985Z,Depósito em espécie,Crédito,73.7
508,508,508,4,1,508,2018-10-18T02:00:37.687Z,Depósito em espécie,Crédito,46.8
509,509,509,4,35,509,2020-05-03T20:09:16.192Z,TED - Recebido,Crédito,1015.0
510,510,510,1,80,510,2016-01-12T23:45:09.078Z,TED - Recebido,Crédito,1326.0
511,511,511,10,17,511,2022-03-30T12:12:58.256Z,Depósito em espécie,Crédito,132.2
512,512,512,5,55,512,2017-02-16T18:57:43.535Z,Depósito em espécie,Crédito,72.2
513,513,513,7,33,513,2017-08-20T16:20:19.578Z,TED - Recebido,Crédito,374.0
514,514,514,9,65,514,2021-09-19T13:29:58.295Z,Depósito em espécie,Crédito,110.8
515,515,515,5,58,515,2016-03-09T08:56:11.899Z,Depósito em espécie,Crédito,40.4
516,516,516,1,36,516,2014-03-24T14:30:41.985Z,Depósito em espécie,Crédito,188.3
517,517,517,4,35,517,2022-06-16T19:25:37.807Z,Depósito em espécie,Crédito,75.6
518,518,518,3,31,518,2014-10-30T02:46:47.312Z,Depósito em espécie,Crédito,333.3
519,519,519,5,55,519,2019-01-14T15:15:29.149Z,Depósito em espécie,Crédito,323.6
520,520,520,1,60,520,2015-07-16T11:19:42.656Z,Depósito em espécie,Crédito,38.1
521,521,521,7,71,521,2019-10-15T15:56:48.827Z,TED - Recebido,Crédito,706.0
522,522,522,7,42,522,2022-12-24T07:02:05.483Z,Depósito em espécie,Crédito,193.2
523,523,523,7,14,523,2019-01-12T14:32:11.441Z,Depósito em espécie,Crédito,81.8
524,524,524,7,33,524,2017-07-16T23:53:18.444Z,Depósito em espécie,Crédito,117.1
525,525,525,7,71,525,2022-05-25T16:30:22.111Z,Depósito em espécie,Crédito,80.9
526,526,526,3,51,526,2013-08-10T10:15:35.573Z,Depósito em espécie,Crédito,133.9
527,527,527,7,33,527,2019-01-23T18:07:48.512Z,Depósito em espécie,Crédito,636.6
528,528,528,3,51,528,2014-02-04T01:52:00.054Z,Depósito em espécie,Crédito,190.7
529,529,529,6,48,529,2018-03-07T18:48:56.903Z,TED - Recebido,Crédito,1327.0
530,530,530,1,80,530,2014-06-27T07:42:27.745Z,Depósito em espécie,Crédito,193.3
531,531,531,2,85,531,2011-02-19T23:16:35.090Z,Depósito em espécie,Crédito,570.6
532,532,532,7,33,532,2018-07-24T11:13:14.598Z,Depósito em espécie,Crédito,91.2
533,533,533,7,14,533,2019-07-09T11:46:56.403Z,Depósito em espécie,Crédito,350.6
534,534,534,7,42,534,2021-07-20T20:30:40.443Z,Depósito em espécie,Crédito,249.5
535,535,535,7,33,535,2019-02-18T07:11:09.866Z,TED - Recebido,Crédito,488.0
536,536,536,4,45,536,2015-04-23T08:51:07.040Z,Depósito em espécie,Crédito,100.7
537,537,537,6,28,537,2017-04-08T22:22:43.539Z,Depósito em espécie,Crédito,45.0
538,538,538,7,33,538,2020-03-07T03:29:04.014Z,TED - Recebido,Crédito,605.0
539,539,539,1,32,539,2015-06-04T22:26:47.290Z,Depósito em espécie,Crédito,140.7
540,540,540,5,2,540,2018-09-27T01:45:38.061Z,Depósito em espécie,Crédito,538.3
541,541,541,1,62,541,2016-04-15T19:28:57.441Z,Depósito em espécie,Crédito,176.4
542,542,542,7,71,542,2016-03-29T07:51:35.874Z,Depósito em espécie,Crédito,147.8
543,543,543,8,10,543,2021-01-21T02:22:48.334Z,Depósito em espécie,Crédito,146.5
544,544,544,7,71,544,2019-11-22T17:02:54.940Z,Depósito em espécie,Crédito,50.5
545,545,545,7,7,545,2019-10-24T04:12:25.418Z,TED - Recebido,Crédito,476.0
546,546,546,1,61,546,2020-12-11T11:51:48.004Z,Depósito em espécie,Crédito,183.6
547,547,547,2,24,547,2017-03-06T17:57:20.378Z,Depósito em espécie,Crédito,795.5
548,548,548,7,33,548,2021-09-12T14:16:15.478Z,TED - Recebido,Crédito,8932.0
549,549,549,8,38,549,2018-08-12T22:16:42.899Z,Depósito em espécie,Crédito,532.2
550,550,550,1,3,550,2020-07-05T01:04:27.574Z,Depósito em espécie,Crédito,207.9
551,551,551,1,32,551,2016-09-24T11:05:22.748Z,Depósito em espécie,Crédito,44.6
552,552,552,4,1,552,2022-09-29T02:40:14.037Z,Depósito em espécie,Crédito,163.9
553,553,553,5,43,553,2021-05-05T00:54:19.006Z,Depósito em espécie,Crédito,49.6
554,554,554,1,75,554,2017-10-29T14:08:16.041Z,TED - Recebido,Crédito,626.0
555,555,555,5,49,555,2020-09-23T23:55:35.076Z,Depósito em espécie,Crédito,57.2
556,556,556,7,100,556,2018-04-09T12:06:10.104Z,Depósito em espécie,Crédito,181.1
