PK_PROPOSTA,FK_CLIENTE,FK_COLABORADOR,FK_AGENCIA,NUMERO_PROPOSTA,TS_ENTRADA_PROPOSTA,TAXA_JUROS_MENSAL,VALOR_PROPOSTA,VALOR_FINANCIAMENTO,VALOR_ENTRADA,VALOR_PRESTACAO,QUANTIDADE_PARCELAS,CARENCIA,STATUS_PROPOSTA
209,144,6,8,209,2020-05-17T22:12:52.540Z,0.01899999938905239,13596.92,21889.95,8293.03,546.55,34,4,Enviada
210,403,37,8,210,2011-12-05T12:10:01.356Z,0.016699999570846558,88481.02,150414.08,61933.06,2222.59,66,2,Enviada
211,299,31,3,211,2022-11-27T08:55:20.478Z,0.024700000882148743,18019.91,25182.82,7162.91,509.07,85,0,Validação documentos
212,53,33,7,212,2014-12-23T04:07:57.238Z,0.017500000074505806,129277.5,198734.43,69456.93,2618.47,115,1,Em análise
213,797,62,1,213,2018-06-10T17:29:43.829Z,0.014100000262260437,101706.4,128200.74,26494.34,1786.04,116,2,Em análise
214,298,56,9,214,2012-03-18T18:05:20.603Z,0.015399999916553497,122867.36,201681.34,78813.98,3408.48,53,4,Em análise
215,57,8,8,215,2016-03-24T20:10:18.032Z,0.017100000753998756,38396.44,45848.94,7452.5,789.71,105,4,Enviada
216,914,7,7,216,2022-11-17T22:24:13.423Z,0.00860000029206276,144811.13,178788.64,33977.51,2370.94,87,4,Em análise
217,247,63,5,217,2022-08-02T20:12:08.478Z,0.008200000040233135,28014.81,49698.19,21683.38,396.6,106,4,Validação documentos
218,681,83,9,218,2017-02-12T10:39:35.056Z,0.014800000004470348,68174.01,83240.44,15066.43,2085.84,45,4,Aprovada
219,896,22,6,219,2010-11-06T11:21:47.335Z,0.020899999886751175,46501.15,77438.3,30937.15,1174.27,85,1,Em análise
220,695,46,9,220,2016-06-25T17:22:22.827Z,0.02250000089406967,152700.75,205256.39,52555.64,3831.81,102,3,Validação documentos
221,677,15,5,221,2021-08-06T09:06:38.807Z,0.021700000390410423,82164.2,127499.59,45335.39,2125.75,85,5,Validação documentos
222,593,23,8,222,2015-12-06T15:24:55.013Z,0.014499999582767487,155142.26,184771.29,29629.03,4717.92,45,4,Em análise
223,629,79,10,223,2015-10-04T06:18:23.614Z,0.022700000554323196,35747.48,49827.73,14080.25,1124.22,57,6,Enviada
224,780,92,1,224,2019-08-03T11:04:33.944Z,0.008700000122189522,43967.91,74302.93,30335.02,640.42,105,5,Validação documentos
225,286,64,10,225,2016-09-10T07:17:45.064Z,0.016699999570846558,7041.03,11074.71,4033.68,346.82,25,6,Aprovada
226,804,29,2,226,2018-10-28T19:07:13.542Z,0.017400000244379044,156884.39,186354.69,29470.3,7552.94,26,3,Validação documentos
227,502,49,5,227,2014-01-18T01:25:23.776Z,0.0142000000923872,85417.7,136179.51,50761.81,1545.22,109,3,Validação documentos
228,806,14,7,228,2016-03-27T20:11:23.760Z,0.018799999728798866,182805.89,242429.09,59623.2,4820.84,67,0,Validação documentos
229,15,38,8,229,2018-01-11T06:05:13.842Z,0.02239999920129776,13320.49,23126.59,9806.1,409.09,59,0,Em análise
230,122,4,6,230,2019-10-22T05:42:06.486Z,0.014399999752640724,167534.92,230175.74,62640.82,3157.62,101,5,Validação documentos
231,826,35,4,231,2019-12-06T14:11:45.387Z,0.017999999225139618,128135.95,150762.76,22626.81,2707.88,107,0,Em análise
232,336,30,10,232,2022-04-15T17:23:00.258Z,0.024700000882148743,31441.38,51435.82,19994.44,871.18,91,6,Aprovada
233,187,35,4,233,2018-12-11T05:06:57.218Z,0.017100000753998756,145491.5,207628.31,62136.81,6405.21,29,3,Validação documentos
234,799,1,4,234,2017-05-02T12:09:31.164Z,0.01640000008046627,77288.5,103686,26397.5,1604.05,96,4,Em análise
235,650,75,1,235,2019-07-10T21:21:33.916Z,0.009100000374019146,40726.22,57015.03,16288.81,3111.45,14,3,Aprovada
236,473,8,8,236,2021-12-31T01:12:30.164Z,0.01860000006854534,57580.79,99229.8,41649.01,2350.5,33,5,Em análise
237,263,28,6,237,2011-04-14T01:02:03.453Z,0.01600000075995922,99620.83,134128.8,34507.97,1905.99,114,1,Em análise
238,675,74,9,238,2020-03-24T15:45:12.442Z,0.01810000091791153,66117.26,90697,24579.74,1562.04,81,5,Em análise
239,262,91,3,239,2010-04-19T08:58:23.157Z,0.009399999864399433,50567.18,84785.74,34218.56,704.6,120,4,Em análise
240,579,16,3,240,2014-11-18T00:02:10.161Z,0.014000000432133675,153575.05,224669.96,71094.91,2918.26,96,4,Aprovada
241,505,43,5,241,2010-06-03T07:37:03.694Z,0.022099999710917473,21996.53,30357.78,8361.25,682.43,57,0,Enviada
242,217,92,1,242,2013-08-26T04:37:05.429Z,0.023499999195337296,42042.73,78298.6,36255.87,1147.3,85,1,Validação documentos
243,266,40,6,243,2012-05-08T18:50:08.674Z,0.023099999874830246,60129.4,95286.7,35157.3,1521.09,107,1,Em análise
244,842,68,9,244,2022-09-05T03:33:49.500Z,0.02250000089406967,171216.53,224019.07,52802.54,4722.93,76,5,Em análise
245,650,49,5,245,2022-10-25T16:26:07.095Z,0.015200000256299973,25511.01,33279.71,7768.7,576.59,74,3,Validação documentos
246,178,16,3,246,2010-03-21T08:16:20.305Z,0.017100000753998756,19138.06,23841.31,4703.25,448.93,77,0,Em análise
247,396,14,7,247,2012-01-23T15:44:34.296Z,0.020099999383091927,28081.33,48513.72,20432.39,637.26,109,1,Aprovada
248,572,63,5,248,2021-07-10T07:24:49.555Z,0.02239999920129776,91734.58,117893.38,26158.8,2395.92,88,0,Em análise
249,427,39,1,249,2015-06-14T14:44:02.535Z,0.012400000356137753,58988.72,70943.51,11954.79,1613.62,49,4,Enviada
250,601,97,10,250,2013-05-04T00:17:11.766Z,0.009200000204145908,80512.67,125827.37,45314.7,5137.76,17,1,Em análise
251,785,71,7,251,2014-10-05T04:50:33.651Z,0.013399999588727951,96136.92,137583.07,41446.15,4550.96,25,1,Validação documentos
252,767,96,6,252,2013-10-03T21:30:21.105Z,0.024700000882148743,22728.36,42365.73,19637.37,665.59,76,2,Enviada
253,481,49,5,253,2013-04-29T16:11:13.524Z,0.023000000044703484,6509.29,9923.44,3414.15,169.73,94,4,Enviada
254,105,68,9,254,2020-10-12T19:31:24.241Z,0.021900000050663948,115475.05,142584.71,27109.66,3598.61,56,5,Enviada
255,183,88,6,255,2022-05-10T19:11:36.488Z,0.01510000042617321,137255.52,215842.49,78586.97,2770.34,92,0,Enviada
256,927,13,3,256,2012-11-14T05:47:43.735Z,0.013799999840557575,29443.86,38591.55,9147.69,552.54,97,3,Aprovada
257,304,19,4,257,2019-09-09T11:28:07.943Z,0.024900000542402267,59619.75,100757.67,41137.92,2406.82,39,3,Aprovada
258,927,33,7,258,2015-04-02T03:31:15.193Z,0.023800000548362732,63862.15,87938.66,24076.51,3899.37,21,0,Aprovada
259,478,21,9,259,2019-03-07T17:38:21.353Z,0.008500000461935997,108785.46,192193.6,83408.14,1493.87,114,6,Em análise
260,54,19,4,260,2020-09-09T18:21:14.398Z,0.024399999529123306,70114.83,124015.14,53900.31,2616.74,44,5,Em análise
261,321,62,1,261,2022-10-23T01:04:06.877Z,0.010900000110268593,97096.5,114677.97,17581.47,1770.6,84,1,Enviada
262,490,51,3,262,2016-09-18T18:05:53.615Z,0.023099999874830246,154083.17,240361.45,86278.28,3843.83,114,0,Aprovada
263,180,68,9,263,2014-08-09T17:05:31.484Z,0.015799999237060547,39176.07,57817.18,18641.11,748.26,112,3,Enviada
264,62,48,6,264,2013-08-08T15:30:58.419Z,0.01850000023841858,96258.68,153867.11,57608.43,6054.94,19,4,Enviada
265,980,56,9,265,2013-01-23T07:24:39.552Z,0.016599999740719795,29079.93,43749.06,14669.13,571.69,113,4,Validação documentos
266,246,94,2,266,2021-06-23T18:51:12.048Z,0.014499999582767487,74001.51,90829.91,16828.4,1568.99,80,5,Em análise
267,861,9,2,267,2013-12-27T05:21:58.403Z,0.014600000344216824,154308.54,221929.06,67620.52,3240.02,82,4,Aprovada
268,238,82,2,268,2015-04-14T11:02:47.591Z,0.016699999570846558,90890.54,109276.32,18385.78,2806.36,47,2,Enviada
269,282,68,9,269,2019-03-15T09:43:14.557Z,0.015599999576807022,60208.29,81740.55,21532.26,2834.76,26,5,Em análise
270,629,84,2,270,2013-11-16T00:12:05.892Z,0.014299999922513962,109067.85,154776.56,45708.71,37400.65,3,6,Validação documentos
271,237,39,1,271,2018-11-07T01:21:37.214Z,0.02449999935925007,62787.75,78469.54,15681.79,1663.08,107,2,Enviada
272,440,64,10,272,2016-11-21T03:40:59.210Z,0.020400000736117363,53235.9,64758.15,11522.25,13994.59,4,1,Validação documentos
273,518,72,1,273,2010-08-22T17:45:16.194Z,0.02019999921321869,94730.78,182162.5,87431.72,2126.83,115,5,Validação documentos
274,680,53,10,274,2019-05-21T18:45:32.224Z,0.008299999870359898,75092.84,113349.09,38256.25,1554.33,62,3,Validação documentos
275,101,35,4,275,2019-12-16T05:49:46.996Z,0.01759999990463257,39693.31,72952.52,33259.21,798.78,119,6,Em análise
276,427,12,9,276,2015-08-01T21:59:09.246Z,0.023900000378489494,107986.29,200809.12,92822.83,2773.12,113,1,Validação documentos
277,560,43,5,277,2015-06-19T08:11:56.299Z,0.02290000021457672,84465.14,136554.03,52088.89,7120.18,14,3,Aprovada
278,446,37,8,278,2019-03-20T15:05:37.962Z,0.012400000356137753,51495.06,70713.59,19218.53,6801.22,8,0,Em análise
279,722,14,7,279,2022-04-04T10:09:31.733Z,0.017899999395012856,11093.83,19375.06,8281.23,271.67,74,6,Aprovada
280,700,58,5,280,2010-01-28T00:18:32.953Z,0.012000000104308128,119637.23,145927.77,26290.54,2268.52,84,1,Validação documentos
281,87,31,3,281,2019-01-07T05:54:32.026Z,0.024299999698996544,141394.57,230500.66,89106.09,9010.19,20,3,Aprovada
282,467,2,5,282,2011-04-17T06:35:26.103Z,0.018300000578165054,118022,171429.08,53407.08,3871.81,45,6,Validação documentos
283,943,47,8,283,2016-05-21T17:21:04.349Z,0.021199999377131462,35015,50442.04,15427.04,1427.17,35,0,Enviada
284,112,15,5,284,2018-08-24T14:23:13.633Z,0.017400000244379044,66450.86,90296.25,23845.39,1406.91,100,3,Aprovada
285,859,42,7,285,2019-02-26T07:36:20.683Z,0.018400000408291817,140848.35,182288.39,41440.04,3069.58,102,5,Aprovada
286,778,70,2,286,2014-09-05T14:12:19.517Z,0.021199999377131462,54805.69,84424.91,29619.22,1415.25,82,5,Enviada
287,308,89,8,287,2017-02-28T15:58:27.103Z,0.013700000010430813,38751.64,49310.87,10559.23,39282.54,1,2,Validação documentos
288,679,37,8,288,2014-08-28T22:20:29.688Z,0.014299999922513962,141068.5,243347.71,102279.21,2524.75,113,2,Enviada
289,410,24,2,289,2015-11-17T20:02:33.225Z,0.02459999918937683,29586.75,40238.1,10651.35,978.83,56,4,Enviada
290,324,3,1,290,2020-10-16T05:09:13.506Z,0.02449999935925007,104081.23,190564.3,86483.07,22370.92,5,6,Enviada
291,936,95,2,291,2020-11-16T18:50:50.675Z,0.01759999990463257,46703.25,60556.89,13853.64,1098.91,79,3,Enviada
292,652,35,4,292,2016-06-03T02:42:46.700Z,0.013700000010430813,23736.43,34107.56,10371.13,760.53,41,5,Em análise
293,1,44,6,293,2013-07-07T00:50:32.649Z,0.022099999710917473,74816.93,136561.93,61745,2836.71,40,5,Validação documentos
294,452,67,5,294,2011-07-15T04:19:04.774Z,0.012199999764561653,58209.33,84792.52,26583.19,1062.65,91,6,Em análise
295,25,12,9,295,2020-04-25T00:32:36.743Z,0.012500000186264515,35419.75,50918.66,15498.91,610.46,104,0,Aprovada
296,469,2,5,296,2018-08-09T03:10:41.832Z,0.009600000455975533,6044.98,8520.1,2475.12,1244.04,5,4,Enviada
297,390,43,5,297,2011-07-30T12:06:47.392Z,0.00860000029206276,7872.35,14095.16,6222.81,268.03,34,0,Em análise
298,702,75,1,298,2019-04-06T03:03:05.455Z,0.01810000091791153,12169.66,22736.09,10566.43,262.37,102,4,Em análise
299,459,80,1,299,2022-10-13T12:45:12.785Z,0.013700000010430813,50695.42,81226.07,30530.65,2130.11,29,3,Em análise
300,958,4,6,300,2016-03-22T00:21:55.404Z,0.021800000220537186,61465.77,93312.31,31846.54,1548.32,93,1,Enviada
301,235,39,1,301,2014-02-03T20:27:23.336Z,0.023000000044703484,43315.89,54800.71,11484.82,1178.95,82,5,Enviada
302,205,42,7,302,2017-08-05T19:03:53.069Z,0.01679999940097332,119820.94,230919.1,111098.16,3999.71,42,5,Aprovada
303,602,15,5,303,2021-08-24T17:42:41.437Z,0.016100000590085983,82624.87,125534.35,42909.48,1918.72,74,2,Enviada
304,756,50,5,304,2016-09-05T22:14:03.230Z,0.019500000402331352,136237.36,209003.55,72766.19,3149.95,96,2,Aprovada
305,406,95,2,305,2015-07-14T17:26:22.779Z,0.010099999606609344,51937.53,74328.12,22390.59,957.38,79,6,Enviada
306,838,40,6,306,2022-02-22T23:36:34.309Z,0.01899999938905239,15763.46,27255.27,11491.81,348.76,104,1,Validação documentos
307,992,76,2,307,2018-07-10T18:14:41.969Z,0.009600000455975533,159874.79,223139.31,63264.52,2739.24,86,2,Em análise
308,426,37,8,308,2012-12-18T07:54:08.182Z,0.008500000461935997,45032.89,65238.46,20205.57,1075.08,52,0,Validação documentos
309,451,25,10,309,2016-10-02T20:45:03.853Z,0.008500000461935997,47409.55,65269.51,17859.96,696.9,102,3,Enviada
310,126,19,4,310,2018-09-23T20:29:17.254Z,0.02070000022649765,80633.61,122921.83,42288.22,2092.35,78,1,Validação documentos
311,563,4,6,311,2016-10-27T19:17:14.135Z,0.012799999676644802,129018.2,248966.02,119947.82,2230.79,106,1,Aprovada
312,200,97,10,312,2010-11-26T18:20:06.685Z,0.01600000075995922,134207.65,158642.98,24435.33,3201.07,70,3,Aprovada
313,39,52,8,313,2018-06-19T17:32:40.229Z,0.019500000402331352,151071.97,236384.4,85312.43,16774.35,10,6,Aprovada
314,674,91,3,314,2016-01-11T06:19:39.169Z,0.017500000074505806,107909.45,146826.88,38917.43,3140.7,53,5,Aprovada
315,592,64,10,315,2020-10-17T22:09:37.741Z,0.008700000122189522,138593.75,168279.81,29686.06,2107.54,98,2,Aprovada
316,676,35,4,316,2020-10-20T07:12:33.166Z,0.01549999974668026,47947.02,70606.46,22659.44,1385.11,50,4,Aprovada
317,737,42,7,317,2011-03-28T16:02:13.583Z,0.00839999970048666,18621.48,22845.34,4223.86,279.59,98,5,Enviada
318,59,36,1,318,2022-08-03T01:33:06.879Z,0.02459999918937683,155098.18,239810.35,84712.17,7543.69,29,2,Validação documentos
319,975,51,3,319,2012-02-28T07:51:14.635Z,0.01810000091791153,207411.17,249606.33,42195.16,6877.89,44,4,Validação documentos
320,917,35,4,320,2011-05-21T18:59:32.915Z,0.010400000028312206,129548.53,240996.87,111448.34,2589.49,71,0,Em análise
321,49,41,8,321,2014-05-07T17:45:45.994Z,0.011099999770522118,98234.3,161311.59,63077.29,20305.92,5,5,Aprovada
322,839,68,9,322,2021-05-15T09:17:38.650Z,0.018200000748038292,30988.1,47215.61,16227.51,1204.87,35,3,Validação documentos
323,985,98,3,323,2020-01-25T00:07:52.883Z,0.020899999886751175,10503.75,12986.48,2482.73,931.07,13,1,Aprovada
324,292,93,9,324,2010-09-08T05:15:27.573Z,0.024299999698996544,110343.36,158172.27,47828.91,4805.75,34,1,Aprovada
325,781,58,5,325,2010-05-14T00:38:50.972Z,0.019300000742077827,57754.38,74311.2,16556.82,6406.07,10,5,Em análise
326,186,16,3,326,2018-02-28T16:26:33.429Z,0.023499999195337296,130007.3,180090.83,50083.53,3561.26,84,1,Em análise
327,86,61,1,327,2018-07-23T14:34:21.000Z,0.016100000590085983,60317.64,98561.08,38243.44,2220.78,36,3,Validação documentos
328,392,100,7,328,2014-03-04T19:17:43.204Z,0.02419999986886978,153675.21,227285.99,73610.78,5176.58,53,4,Validação documentos
329,639,89,8,329,2015-05-26T19:34:20.045Z,0.014999999664723873,32080.42,51143.52,19063.1,629.8,97,5,Aprovada
330,392,46,9,330,2012-12-04T04:23:15.573Z,0.016300000250339508,17406.4,28308.86,10902.46,533.02,47,0,Validação documentos
331,193,92,1,331,2012-07-24T01:22:40.240Z,0.01269999984651804,13511.58,18467.53,4955.95,240.56,99,6,Aprovada
332,498,83,9,332,2020-05-23T15:23:41.022Z,0.019500000402331352,129418.67,216732.97,87314.3,2914.81,104,3,Validação documentos
333,370,42,7,333,2021-06-22T06:12:36.985Z,0.014600000344216824,137156.24,209836.85,72680.61,10903.3,14,0,Em análise
334,169,4,6,334,2013-10-01T02:44:04.026Z,0.011300000362098217,98384.04,166563.45,68179.41,5523.62,20,1,Enviada
335,991,88,6,335,2010-05-15T03:23:51.830Z,0.015799999237060547,77180.16,144752.44,67572.28,1455.66,116,1,Em análise
336,631,5,8,336,2018-08-16T01:33:11.029Z,0.01640000008046627,91307.46,114987.65,23680.19,3877.85,30,6,Em análise
337,213,35,4,337,2021-09-29T12:24:40.420Z,0.02019999921321869,74705.7,95425.91,20720.21,2090.28,64,2,Em análise
338,900,46,9,338,2017-07-12T16:36:06.214Z,0.024800000712275505,98663.11,160115.84,61452.73,3091.38,64,5,Enviada
339,181,19,4,339,2017-03-09T00:12:51.380Z,0.01080000028014183,16065.67,30394.91,14329.24,612.6,31,6,Validação documentos
340,165,73,3,340,2017-06-10T21:07:41.776Z,0.00860000029206276,140508.72,230584.51,90075.79,2436.54,80,0,Validação documentos
341,365,38,8,341,2022-11-26T01:08:34.041Z,0.016699999570846558,42035.92,61641.41,19605.49,42737.92,1,5,Em análise
342,55,37,8,342,2012-02-27T21:28:02.811Z,0.00839999970048666,42977.85,81732.6,38754.75,760.25,77,0,Em análise
343,930,20,9,343,2012-05-03T06:59:32.579Z,0.013399999588727951,96121.04,164849.74,68728.7,1689.21,108,2,Enviada
344,847,53,10,344,2015-02-23T21:08:08.061Z,0.014100000262260437,153576.78,188548.78,34972,5355.7,37,3,Em análise
345,72,94,2,345,2017-07-16T01:19:19.510Z,0.011300000362098217,23068.2,29662.04,6593.84,750.06,38,0,Em análise
346,712,40,6,346,2018-01-29T10:02:57.932Z,0.01759999990463257,48133.03,63378.71,15245.68,1055.49,93,5,Aprovada
347,414,31,3,347,2021-07-14T14:58:23.381Z,0.009700000286102295,125292.6,227259.61,101967.01,1907.65,105,4,Validação documentos
348,591,75,1,348,2022-10-24T05:38:37.293Z,0.008899999782443047,82042.25,127961.68,45919.43,1185.47,108,1,Enviada
349,480,38,8,349,2013-02-10T21:17:02.147Z,0.009399999864399433,4131.82,7420.29,3288.47,279.35,16,0,Validação documentos
350,243,74,9,350,2017-03-19T08:15:39.545Z,0.00989999994635582,108048.33,160191.48,52143.15,1600.74,112,5,Validação documentos
351,543,70,2,351,2010-07-03T12:31:04.365Z,0.011500000022351742,96553.36,180555.55,84002.19,1706.29,92,2,Validação documentos
352,735,82,2,352,2012-08-26T02:33:33.383Z,0.01850000023841858,155431.15,240158,84726.85,3366.72,105,6,Em análise
353,73,54,6,353,2019-03-04T04:15:06.054Z,0.01850000023841858,136722.64,170014.49,33291.85,2857.96,118,3,Enviada
354,789,11,1,354,2022-02-26T16:08:11.171Z,0.018200000748038292,5749.89,10956.34,5206.45,118.22,120,4,Em análise
355,117,54,6,355,2014-10-21T13:00:31.922Z,0.024700000882148743,58618.38,83846.18,25227.8,1732.69,74,6,Validação documentos
356,236,58,5,356,2013-10-28T12:24:50.384Z,0.024000000208616257,94808.09,115303.8,20495.71,2954.4,62,1,Enviada
357,377,4,6,357,2016-05-06T20:19:22.331Z,0.01899999938905239,27242.68,48713.58,21470.9,820.02,53,4,Em análise
358,578,54,6,358,2020-08-10T16:43:48.097Z,0.01769999973475933,127860.49,195239.28,67378.79,5675,29,2,Aprovada
359,985,88,6,359,2014-07-12T21:10:12.659Z,0.01489999983459711,86946.34,145026.09,58079.75,2355.15,54,5,Validação documentos
360,510,20,9,360,2018-05-19T00:55:11.294Z,0.013100000098347664,122688.06,200445.5,77757.44,2539.4,77,6,Aprovada
361,300,57,4,361,2011-06-21T12:40:53.764Z,0.013000000268220901,37036.38,47176.13,10139.75,657.58,102,5,Validação documentos
362,795,11,1,362,2020-10-19T01:32:03.756Z,0.021299999207258224,172459.73,212627.36,40167.63,6665.86,38,2,Validação documentos
363,321,6,8,363,2013-04-01T23:18:06.532Z,0.020999999716877937,109702.73,170872.84,61170.11,19650.91,6,2,Em análise
364,437,89,8,364,2016-01-24T19:54:01.283Z,0.022299999371170998,1209.25,2336.28,1127.03,47.52,38,0,Enviada
365,334,31,3,365,2018-07-16T04:12:06.568Z,0.023099999874830246,10699.85,15555.13,4855.28,319.6,65,3,Enviada
366,674,25,10,366,2014-05-22T01:54:56.616Z,0.009399999864399433,48084.02,86064.86,37980.84,830.41,84,6,Em análise
367,614,76,2,367,2019-09-23T04:16:58.289Z,0.01860000006854534,78745.5,114841.43,36095.93,2252.56,57,1,Em análise
368,311,56,9,368,2014-12-30T23:37:33.311Z,0.02250000089406967,108153.29,143394.63,35241.34,28576.15,4,6,Validação documentos
369,86,100,7,369,2010-12-18T04:07:01.201Z,0.019099999219179153,99509.28,168366.77,68857.49,7692.31,15,2,Aprovada
370,227,17,10,370,2017-07-08T06:09:07.184Z,0.023000000044703484,61472.66,94656.16,33183.5,2104.5,49,2,Enviada
371,624,59,9,371,2021-02-06T05:34:52.624Z,0.017100000753998756,35784.61,56595.93,20811.32,715.46,114,3,Em análise
372,378,44,6,372,2018-03-18T12:34:01.832Z,0.008999999612569809,63833.04,95751.46,31918.42,1796.81,43,6,Validação documentos
373,267,33,7,373,2012-12-24T18:46:04.272Z,0.012900000438094139,83841.52,162497.8,78656.28,4782.91,20,3,Em análise
374,706,45,4,374,2010-11-21T22:42:53.262Z,0.013199999928474426,140172.97,174217.3,34044.33,2342.21,119,0,Validação documentos
375,539,21,9,375,2020-08-12T08:00:13.233Z,0.011500000022351742,14473.38,22395.9,7922.52,371.35,52,5,Em análise
376,748,61,1,376,2015-07-21T06:29:59.875Z,0.012900000438094139,33624.99,49365.03,15740.04,1638.04,24,1,Em análise
377,287,20,9,377,2010-11-22T20:11:56.228Z,0.008899999782443047,123752.11,146351.7,22599.59,7876.4,17,5,Em análise
378,24,81,2,378,2014-04-23T22:22:41.728Z,0.019300000742077827,92660.67,145505.04,52844.37,11314.47,9,5,Aprovada
379,222,34,5,379,2019-12-06T01:38:20.573Z,0.02370000071823597,44378.11,57332.82,12954.71,1679.84,42,3,Aprovada
380,687,80,1,380,2014-08-25T05:53:32.558Z,0.018799999728798866,120922.47,172478.48,51556.01,3264.44,64,6,Aprovada
381,777,60,1,381,2010-11-14T16:26:19.505Z,0.008100000210106373,33409.7,61747.93,28338.23,828.79,49,1,Validação documentos
382,179,78,2,382,2010-10-26T03:09:31.293Z,0.02250000089406967,79797.57,159280.56,79482.99,81593.02,1,1,Aprovada
383,220,61,1,383,2021-08-02T12:07:55.758Z,0.01860000006854534,57724.35,68573.52,10849.17,3803.1,18,1,Validação documentos
384,382,19,4,384,2019-01-26T23:08:00.367Z,0.02239999920129776,201337.47,248315.37,46977.9,205847.43,1,2,Em análise
385,842,61,1,385,2013-11-23T14:33:11.998Z,0.01679999940097332,43353.6,63781.89,20428.29,2288.1,23,1,Aprovada
386,370,48,6,386,2011-08-22T23:05:43.980Z,0.012500000186264515,50184.28,70015.57,19831.29,1702.39,37,4,Aprovada
387,364,31,3,387,2022-12-18T10:57:46.488Z,0.014399999752640724,34317.07,52579.66,18262.59,794.79,68,2,Validação documentos
388,167,29,2,388,2014-05-17T15:48:53.627Z,0.020899999886751175,36385.08,50571.76,14186.68,838.11,115,1,Em análise
389,409,47,8,389,2012-03-09T08:46:24.087Z,0.015799999237060547,149495.13,188129.19,38634.06,22727.33,7,5,Validação documentos
